ID_Produksi,Tanggal,Shift,ID_Mesin,ID_Operator,ID_Material,Qty_Produksi,Qty_OK,Qty_NG,Setting_Speed_RPM,Suhu_Mesin_Celsius,Durasi_Jam
TRX-PRD-003515,2026-06-03,Shift C,MC-002,OP-034,MAT-005,2667,2605,62,1500,86.8,7.79
TRX-PRD-003516,2026-04-03,Shift B,MC-006,OP-004,MAT-014,1510,1256,254,1200,61.9,7.42
TRX-PRD-003517,2026-06-17,Shift C,MC-010,OP-055,MAT-005,516,491,25,1500,66.6,4.81
TRX-PRD-003518,2026-03-31,Shift C,MC-001,OP-055,MAT-009,1212,1166,46,1300,62.9,6.81
TRX-PRD-003519,2026-04-27,Shift C,MC-003,OP-041,MAT-004,2505,2462,43,1700,74.9,5.03
TRX-PRD-003520,2026-05-17,Shift A,MC-003,OP-031,MAT-004,1882,1866,16,1600,63.9,7.71
TRX-PRD-003521,2026-05-03,Shift B,MC-002,,MAT-002,1890,1608,282,1300,88.3,7.19
TRX-PRD-003522,2026-06-09,Shift C,MC-003,OP-015,MAT-001,1068,1051,17,1000,58.2,7.73
TRX-PRD-003523,2026-04-09,Shift A,MC-005,OP-059,MAT-001,2288,2249,39,1200,70.6,7.42
TRX-PRD-003524,2026-06-05,Shift C,MC-011,OP-046,MAT-005,2328,2274,54,1800,61.9,6.82
TRX-PRD-003525,2026-06-08,Shift A,MC-003,OP-020,MAT-002,2959,2928,31,1000,102.7,5.77
TRX-PRD-003526,2026-06-12,Shift A,MC-012,OP-029,MAT-002,1678,1652,26,1200,72.5,6.96
TRX-PRD-003527,2026-05-20,Shift C,MC-003,OP-003,MAT-012,2103,2082,21,1600,65.7,4.18
TRX-PRD-003528,2026-05-02,Shift C,MC-004,OP-023,MAT-007,1593,1576,17,1500,81.7,7.29
TRX-PRD-003529,2026-06-08,Shift C,MC-007,OP-011,MAT-012,530,512,18,800,90.0,4.6
TRX-PRD-003530,2026-05-23,Shift B,MC-009,OP-028,MAT-009,692,540,152,1800,87.8,5.28
TRX-PRD-003531,2026-05-28,Shift A,MC-010,OP-017,MAT-006,1393,1377,16,800,-46.0,6.35
TRX-PRD-003532,2026-04-04,Shift B,MC-004,OP-018,MAT-014,2237,2004,233,1800,70.4,7.54
TRX-PRD-003533,2026-05-03,Shift B,MC-009,OP-053,MAT-009,1765,1364,401,1800,71.9,4.97
TRX-PRD-003534,2026-05-02,Shift C,MC-011,OP-027,MAT-005,2050,1972,78,1600,77.0,7.89
TRX-PRD-003535,2026-06-21,Shift B,MC-014,OP-025,MAT-013,766,721,45,1600,49.8,5.64
TRX-PRD-003536,2026-04-22,Shift B,MC-008,OP-046,MAT-013,778,571,207,1600,68.3,6.92
TRX-PRD-003537,2026-05-30,Shift B,MC-011,OP-031,MAT-010,1978,1893,85,1700,78.4,5.65
TRX-PRD-003538,2026-04-02,Shift C,MC-011,OP-020,MAT-006,1128,1113,15,1200,67.4,5.58
TRX-PRD-003539,2026-05-01,Shift B,MC-011,OP-018,MAT-003,1253,926,327,1200,67.9,6.93
TRX-PRD-003540,2026-05-10,Shift B,MC-010,OP-048,MAT-003,1441,1236,205,1800,79.2,4.18
TRX-PRD-003541,2026-04-05,Shift A,MC-007,OP-038,MAT-010,2432,2361,71,800,83.5,4.88
TRX-PRD-003542,2026-05-29,Shift A,MC-010,OP-058,MAT-010,1320,1262,58,1600,83.3,4.59
TRX-PRD-003543,2026-06-21,Shift A,MC-003,OP-052,MAT-001,856,838,18,1500,78.7,7.59
TRX-PRD-003544,2026-06-07,Shift A,MC-008,OP-060,MAT-013,1845,1819,26,1300,85.8,7.68
TRX-PRD-003545,2026-05-26,Shift B,MC-004,OP-038,MAT-011,598,506,92,800,74.1,5.75
TRX-PRD-003546,2026-04-16,Shift A,MC-007,OP-035,MAT-005,2801,2776,25,1300,70.4,6.74
TRX-PRD-003547,2026-03-28,Shift C,MC-010,OP-019,MAT-009,1150,1134,16,1600,64.0,4.07
TRX-PRD-003548,2026-05-08,Shift B,MC-003,OP-046,MAT-010,2452,1847,605,1200,70.5,6.26
TRX-PRD-003549,2026-04-15,Shift A,MC-013,OP-029,MAT-014,1150,1138,12,1800,70.9,7.78
TRX-PRD-003550,2026-05-19,Shift C,MC-014,OP-041,MAT-012,1607,1585,22,1800,67.0,7.12
TRX-PRD-003551,2026-06-23,Shift A,MC-011,,MAT-002,688,673,15,1600,85.7,7.83
TRX-PRD-003552,2026-06-12,Shift C,MC-007,OP-011,MAT-007,2602,2509,93,1700,69.3,7.26
TRX-PRD-003553,2026-05-16,Shift C,MC-012,OP-044,MAT-010,1193,1178,15,1500,83.7,6.42
TRX-PRD-003554,2026-04-29,Shift C,MC-013,OP-060,MAT-010,1975,1960,15,1000,88.9,5.71
TRX-PRD-003555,2026-06-26,Shift A,MC-013,OP-020,MAT-005,692,678,14,1300,72.9,4.94
TRX-PRD-003556,2026-04-09,Shift B,MC-009,OP-004,MAT-012,1280,1049,231,1500,89.0,6.34
TRX-PRD-003557,2026-04-14,Shift B,MC-013,OP-042,MAT-010,1514,1470,44,800,79.4,6.69
TRX-PRD-003558,2026-04-17,Shift A,MC-013,OP-006,MAT-002,2552,2532,20,1600,78.3,4.02
TRX-PRD-003559,2026-04-16,Shift A,MC-002,OP-013,MAT-004,1492,1464,28,1700,82.5,6.74
TRX-PRD-003560,2026-06-22,Shift A,MC-013,OP-051,MAT-002,1187,1160,27,1800,81.1,4.98
TRX-PRD-003561,2026-06-06,Shift B,MC-007,OP-056,MAT-002,1249,898,351,1600,71.7,7.59
TRX-PRD-003562,2026-04-28,Shift A,MC-013,OP-042,MAT-007,2856,2816,40,800,-47.2,4.02
TRX-PRD-003563,2026-04-10,Shift B,MC-011,OP-011,MAT-006,1370,1006,364,1200,71.0,7.4
TRX-PRD-003564,2026-06-03,Shift A,MC-004,OP-057,MAT-002,1780,1746,34,1500,78.1,5.22
TRX-PRD-003565,2026-06-15,Shift A,MC-008,OP-047,MAT-003,2476,2433,43,1200,74.7,4.75
TRX-PRD-003566,2026-04-01,Shift C,MC-001,OP-054,MAT-012,2628,2597,31,800,76.4,6.18
TRX-PRD-003567,2026-04-22,Shift A,MC-012,OP-015,MAT-003,963,942,21,1700,71.8,4.05
TRX-PRD-003568,2026-05-14,Shift C,MC-014,OP-015,MAT-002,2737,2689,48,1300,88.4,6.94
TRX-PRD-003569,2026-05-11,Shift A,MC-008,OP-014,MAT-011,675,666,9,1200,69.1,4.45
TRX-PRD-003570,2026-05-22,Shift B,MC-006,OP-038,MAT-012,1381,1175,206,1200,78.3,5.98
TRX-PRD-003571,2026-03-31,Shift A,MC-013,,MAT-002,962,948,14,1700,71.0,5.87
TRX-PRD-003572,2026-06-04,Shift B,MC-003,OP-004,MAT-006,1273,1096,177,1700,76.6,7.02
TRX-PRD-003573,2026-05-22,Shift B,MC-013,OP-004,MAT-010,2848,2384,464,1500,67.8,6.74
TRX-PRD-003574,2026-05-10,Shift A,MC-014,OP-025,MAT-001,1978,1959,19,1300,78.7,6.09
TRX-PRD-003575,2026-04-06,Shift A,MC-006,OP-039,MAT-006,510,502,8,1500,85.3,4.66
TRX-PRD-003576,2026-05-04,Shift B,MC-008,OP-055,MAT-008,2565,1942,623,1500,83.1,6.44
TRX-PRD-003577,2026-04-03,Shift C,MC-009,OP-002,MAT-007,1616,1599,17,1500,76.7,5.36
TRX-PRD-003578,2026-06-01,Shift A,MC-006,OP-007,MAT-003,2309,2282,27,1200,82.0,6.38
TRX-PRD-003579,2026-05-23,Shift A,MC-012,,MAT-001,982,929,53,1300,81.4,5.44
TRX-PRD-003580,2026-04-08,Shift C,MC-002,OP-027,MAT-004,2070,1985,85,800,70.2,6.47
TRX-PRD-003581,2026-04-02,Shift B,MC-003,OP-038,MAT-002,770,651,119,1800,82.2,7.33
TRX-PRD-003582,2026-05-27,Shift C,MC-012,OP-011,MAT-007,1612,1585,27,1600,71.1,7.43
TRX-PRD-003583,2026-06-08,Shift B,MC-009,OP-035,MAT-011,866,831,35,1200,81.2,7.14
TRX-PRD-003584,2026-04-29,Shift C,MC-008,OP-026,MAT-009,828,822,6,1300,93.1,6.63
TRX-PRD-003585,2026-04-12,Shift B,MC-002,OP-024,MAT-006,2166,2085,81,1800,71.1,5.61
TRX-PRD-003586,2026-05-23,Shift B,MC-002,OP-046,MAT-007,618,535,83,1000,88.6,6.27
TRX-PRD-003587,2026-04-09,Shift B,MC-005,OP-006,MAT-008,2411,2341,70,800,80.6,4.61
TRX-PRD-003588,2026-04-23,Shift B,MC-005,OP-048,MAT-009,1164,822,342,1800,71.0,4.54
TRX-PRD-003589,2026-04-21,Shift C,MC-001,OP-059,MAT-012,1247,1234,13,1500,92.3,6.22
TRX-PRD-003590,2026-04-27,Shift B,MC-009,OP-015,MAT-003,2989,2831,158,1300,78.8,6.9
TRX-PRD-003591,2026-06-25,Shift B,MC-011,OP-014,MAT-005,622,602,20,1300,77.9,5.6
TRX-PRD-003592,2026-05-21,Shift A,MC-010,OP-026,MAT-005,2686,2633,53,1500,77.8,6.71
TRX-PRD-003593,2026-04-28,Shift B,MC-004,OP-035,MAT-006,1036,984,52,1300,65.2,6.21
TRX-PRD-003594,2026-06-06,Shift B,MC-008,OP-014,MAT-003,2438,2327,111,1300,68.9,7.92
TRX-PRD-003595,2026-04-25,Shift C,MC-014,OP-001,MAT-011,1147,1128,19,800,83.6,5.64
TRX-PRD-003596,2026-04-21,Shift A,MC-013,OP-010,MAT-003,876,869,7,1600,66.7,4.78
TRX-PRD-003597,2026-06-24,Shift C,MC-003,OP-019,MAT-013,2663,2629,34,1700,76.1,4.87
TRX-PRD-003598,2026-05-13,Shift B,MC-005,OP-034,MAT-013,980,769,211,1500,73.9,7.49
TRX-PRD-003599,2026-04-15,Shift A,MC-002,OP-030,MAT-010,1585,1564,21,1500,65.3,5.33
TRX-PRD-003600,2026-06-18,Shift A,MC-013,OP-059,MAT-012,1725,1702,23,1200,75.8,7.07
TRX-PRD-003601,2026-05-15,Shift A,MC-002,OP-048,MAT-002,1003,978,25,1700,71.2,5.96
TRX-PRD-003602,2026-06-14,Shift A,MC-005,OP-050,MAT-010,2552,2436,116,1800,82.4,5.76
TRX-PRD-003603,2026-04-23,Shift A,MC-011,OP-042,MAT-011,2834,2792,42,1000,82.8,7.42
TRX-PRD-003604,2026-04-04,Shift B,MC-013,OP-016,MAT-011,808,622,186,1300,67.7,5.92
TRX-PRD-003605,2026-06-08,Shift A,MC-011,OP-005,MAT-008,2784,2741,43,1200,78.8,6.96
TRX-PRD-003606,2026-04-06,Shift A,MC-009,OP-012,MAT-005,1477,1447,30,1800,74.6,6.72
TRX-PRD-003607,2026-05-16,Shift C,MC-005,OP-005,MAT-011,790,774,16,1500,80.4,4.05
TRX-PRD-003608,2026-05-20,Shift C,MC-010,OP-010,MAT-007,2936,2911,25,1700,62.5,5.78
TRX-PRD-003609,2026-05-06,Shift B,MC-013,OP-018,MAT-008,2948,2569,379,800,89.3,4.04
TRX-PRD-003610,2026-04-06,Shift C,MC-005,OP-007,MAT-001,919,900,19,1000,56.4,5.27
TRX-PRD-003611,2026-04-14,Shift C,MC-004,OP-011,MAT-005,715,695,20,1200,79.1,5.92
TRX-PRD-003612,2026-06-07,Shift C,MC-010,OP-036,MAT-014,2594,2562,32,1300,90.8,4.45
TRX-PRD-003613,2026-04-19,Shift A,MC-007,OP-023,MAT-010,2744,2705,39,1500,77.7,4.15
TRX-PRD-003614,2026-05-26,Shift B,MC-013,OP-050,MAT-011,2354,1734,620,1500,90.9,7.73
TRX-PRD-003615,2026-06-18,Shift A,MC-002,OP-034,MAT-007,556,540,16,1800,60.9,5.95
TRX-PRD-003616,2026-04-28,Shift C,MC-009,OP-006,MAT-006,2870,2827,43,1600,77.8,6.82
TRX-PRD-003617,2026-05-08,Shift C,MC-012,OP-040,MAT-011,2427,2382,45,1700,70.2,7.01
TRX-PRD-003618,2026-05-29,Shift C,MC-010,OP-014,MAT-001,1892,1865,27,1600,77.7,6.3
TRX-PRD-003619,2026-06-20,Shift C,MC-011,OP-019,MAT-007,564,555,9,1800,65.7,6.5
TRX-PRD-003620,2026-04-02,Shift B,MC-004,OP-034,MAT-001,1649,1252,397,1300,62.9,7.9
TRX-PRD-003621,2026-05-10,Shift C,MC-007,OP-012,MAT-013,2759,2711,48,1700,72.3,7.86
TRX-PRD-003622,2026-05-21,Shift C,MC-014,OP-019,MAT-011,2416,2395,21,1700,-67.7,5.94
TRX-PRD-003623,2026-04-07,Shift C,MC-002,OP-007,MAT-003,2095,2054,41,1200,84.9,5.52
TRX-PRD-003624,2026-06-19,Shift A,MC-002,OP-002,MAT-003,1636,1613,23,1600,71.0,4.24
TRX-PRD-003625,2026-05-11,Shift C,MC-010,OP-029,MAT-004,1877,1853,24,1200,83.3,6.56
TRX-PRD-003626,2026-05-27,Shift C,MC-013,OP-003,MAT-012,2209,2187,22,1600,84.8,5.29
TRX-PRD-003627,2026-04-25,Shift B,MC-014,OP-047,MAT-013,1944,1874,70,1200,72.5,4.68
TRX-PRD-003628,2026-05-09,Shift C,MC-012,OP-025,MAT-013,2927,2904,23,800,93.5,5.97
TRX-PRD-003629,2026-05-08,Shift C,MC-014,OP-041,MAT-011,1217,1209,8,1500,86.9,7.04
TRX-PRD-003630,2026-05-21,Shift A,MC-003,OP-054,MAT-005,2895,2872,23,800,85.3,7.28
TRX-PRD-003631,2026-06-21,Shift B,MC-005,OP-009,MAT-009,1574,1226,348,1000,94.8,6.86
TRX-PRD-003632,2026-04-13,Shift A,MC-007,OP-041,MAT-004,2725,2696,29,1600,63.1,7.97
TRX-PRD-003633,2026-06-22,Shift C,MC-014,OP-033,MAT-006,1159,1147,12,1500,79.4,5.25
TRX-PRD-003634,2026-05-22,Shift C,MC-001,OP-005,MAT-003,591,581,10,1700,59.7,4.82
TRX-PRD-003635,2026-05-19,Shift A,MC-009,OP-044,MAT-008,1089,1063,26,1200,69.0,7.61
TRX-PRD-003636,2026-06-13,Shift C,MC-004,OP-027,MAT-002,770,746,24,1800,67.0,7.54
TRX-PRD-003637,2026-05-16,Shift A,MC-004,,MAT-014,2030,1970,60,1500,85.2,6.12
TRX-PRD-003638,2026-05-05,Shift A,MC-011,OP-005,MAT-011,565,560,5,1300,82.8,5.88
TRX-PRD-003639,2026-06-06,Shift B,MC-012,OP-022,MAT-004,2201,1665,536,1800,69.3,6.89
TRX-PRD-003640,2026-05-19,Shift B,MC-008,OP-055,MAT-007,1901,1496,405,1800,81.7,5.43
TRX-PRD-003641,2026-05-05,Shift B,MC-001,OP-023,MAT-009,953,915,38,1600,82.5,6.78
TRX-PRD-003642,2026-04-22,Shift B,MC-012,OP-008,MAT-003,2063,1951,112,1300,80.6,5.49
TRX-PRD-003643,2026-04-27,Shift C,MC-009,OP-017,MAT-004,836,826,10,1300,72.7,6.98
TRX-PRD-003644,2026-04-05,Shift A,MC-011,OP-029,MAT-013,616,606,10,1800,-51.0,5.51
TRX-PRD-003645,2026-03-30,Shift B,MC-013,OP-053,MAT-005,934,799,135,1600,71.8,4.49
TRX-PRD-003646,2026-05-05,Shift A,MC-009,OP-056,MAT-007,1670,1597,73,1300,67.0,5.02
TRX-PRD-003647,2026-04-14,Shift B,MC-014,OP-055,MAT-010,1654,1405,249,800,79.7,5.31
TRX-PRD-003648,2026-05-28,Shift C,MC-006,OP-022,MAT-012,1979,1908,71,1300,76.0,7.07
TRX-PRD-003649,2026-04-17,Shift B,MC-003,OP-058,MAT-013,2791,2221,570,1000,71.2,7.56
TRX-PRD-003650,2026-06-11,Shift C,MC-005,OP-007,MAT-012,1867,1843,24,1000,69.4,6.8
TRX-PRD-003651,2026-05-02,Shift A,MC-014,,MAT-007,1529,1514,15,1600,58.9,7.3
TRX-PRD-003652,2026-03-28,Shift A,MC-002,OP-014,MAT-003,2655,2638,17,1700,82.5,5.46
TRX-PRD-003653,2026-04-29,Shift B,MC-001,OP-011,MAT-013,2499,2090,409,1600,89.7,4.5
TRX-PRD-003654,2026-06-23,Shift A,MC-008,OP-054,MAT-004,2234,2202,32,1800,60.9,6.57
TRX-PRD-003655,2026-05-10,Shift C,MC-012,OP-043,MAT-001,1768,1747,21,1000,79.1,7.6
TRX-PRD-003656,2026-04-01,Shift C,MC-008,OP-024,MAT-007,675,666,9,1300,80.8,4.39
TRX-PRD-003657,2026-06-20,Shift A,MC-012,OP-051,MAT-013,859,847,12,1700,87.5,5.4
TRX-PRD-003658,2026-05-08,Shift C,MC-008,OP-025,MAT-012,2559,2540,19,1300,86.4,7.04
TRX-PRD-003659,2026-05-18,Shift B,MC-009,OP-007,MAT-011,713,685,28,1700,80.7,5.57
TRX-PRD-003660,2026-06-01,Shift A,MC-006,OP-010,MAT-006,2203,2170,33,1700,71.8,5.69
TRX-PRD-003661,2026-06-07,Shift C,MC-005,OP-049,MAT-012,1478,1466,12,1700,83.6,6.56
TRX-PRD-003662,2026-05-10,Shift B,MC-006,OP-046,MAT-002,793,637,156,1300,90.2,5.34
TRX-PRD-003663,2026-04-21,Shift A,MC-005,OP-006,MAT-006,2117,2086,31,1700,76.3,4.51
TRX-PRD-003664,2026-04-15,Shift B,MC-007,OP-055,MAT-013,2088,1739,349,1800,81.4,6.1
TRX-PRD-003665,2026-06-09,Shift C,MC-009,OP-053,MAT-007,1419,1363,56,800,85.2,5.98
TRX-PRD-003666,2026-04-03,Shift A,MC-004,OP-049,MAT-003,1239,1223,16,1600,63.3,6.93
TRX-PRD-003667,2026-05-21,Shift A,MC-004,OP-004,MAT-005,2160,2105,55,800,76.8,5.56
TRX-PRD-003668,2026-04-10,Shift C,MC-002,OP-037,MAT-011,569,563,6,1600,83.9,4.9
TRX-PRD-003669,2026-05-16,Shift A,MC-013,OP-018,MAT-007,1272,1223,49,1600,66.4,4.82
TRX-PRD-003670,2026-05-12,Shift B,MC-006,OP-054,MAT-003,2990,2849,141,1500,95.4,4.01
TRX-PRD-003671,2026-05-05,Shift C,MC-014,OP-019,MAT-003,2420,2401,19,1300,-18.9,7.01
TRX-PRD-003672,2026-05-06,Shift C,MC-003,OP-026,MAT-007,1347,1323,24,1600,68.9,6.9
TRX-PRD-003673,2026-05-10,Shift C,MC-002,OP-047,MAT-013,1119,1104,15,800,72.6,7.34
TRX-PRD-003674,2026-06-05,Shift A,MC-014,OP-051,MAT-011,2191,2150,41,1200,72.8,6.25
TRX-PRD-003675,2026-04-22,Shift C,MC-011,OP-011,MAT-003,2558,2459,99,1000,72.1,7.18
TRX-PRD-003676,2026-03-31,Shift C,MC-004,OP-037,MAT-004,2106,2065,41,1500,86.2,6.03
TRX-PRD-003677,2026-06-19,Shift A,MC-007,OP-051,MAT-006,541,531,10,1300,81.8,6.74
TRX-PRD-003678,2026-06-14,Shift A,MC-003,OP-002,MAT-008,1979,1940,39,1300,81.1,6.75
TRX-PRD-003679,2026-06-21,Shift C,MC-011,OP-013,MAT-012,1904,1874,30,1200,56.6,5.79
TRX-PRD-003680,2026-06-24,Shift B,MC-008,OP-016,MAT-001,1522,1112,410,800,71.6,6.01
TRX-PRD-003681,2026-06-07,Shift A,MC-013,OP-012,MAT-013,2130,2091,39,1600,77.3,7.4
TRX-PRD-003682,2026-06-15,Shift A,MC-009,OP-043,MAT-013,2955,2933,22,1300,65.8,7.6
TRX-PRD-003683,2026-03-28,Shift C,MC-002,,MAT-008,2309,2269,40,1800,77.7,6.3
TRX-PRD-003684,2026-04-28,Shift B,MC-002,OP-053,MAT-014,1918,1371,547,1200,64.7,7.98
TRX-PRD-003685,2026-04-14,Shift C,MC-013,OP-008,MAT-011,1842,1810,32,1500,59.0,6.25
TRX-PRD-003686,2026-03-31,Shift C,MC-003,OP-047,MAT-010,1714,1687,27,1300,77.8,6.98
TRX-PRD-003687,2026-04-29,Shift C,MC-006,OP-041,MAT-007,2118,2098,20,1000,74.9,4.95
TRX-PRD-003688,2026-06-05,Shift B,MC-007,OP-046,MAT-013,639,525,114,1000,67.2,6.38
TRX-PRD-003689,2026-05-18,Shift C,MC-009,OP-013,MAT-010,1993,1980,13,1300,84.9,4.06
TRX-PRD-003690,2026-04-11,Shift B,MC-005,OP-011,MAT-001,2200,1797,403,1700,74.8,7.1
TRX-PRD-003691,2026-06-21,Shift A,MC-001,OP-042,MAT-008,1056,1043,13,800,77.9,4.12
TRX-PRD-003692,2026-04-25,Shift C,MC-012,OP-047,MAT-002,773,762,11,1200,-28.0,7.65
TRX-PRD-003693,2026-06-15,Shift B,MC-014,OP-037,MAT-008,1171,1101,70,800,87.0,5.78
TRX-PRD-003694,2026-05-04,Shift C,MC-009,OP-033,MAT-008,503,494,9,1800,60.1,6.32
TRX-PRD-003695,2026-06-25,Shift A,MC-007,OP-042,MAT-014,1293,1271,22,1700,80.4,4.14
TRX-PRD-003696,2026-04-30,Shift B,MC-008,OP-027,MAT-007,1529,1178,351,800,66.9,6.97
TRX-PRD-003697,2026-05-10,Shift A,MC-007,OP-060,MAT-012,1487,1470,17,800,64.5,6.07
TRX-PRD-003698,2026-05-31,Shift B,MC-002,OP-009,MAT-002,1059,880,179,1200,81.8,7.53
TRX-PRD-003699,2026-04-13,Shift A,MC-008,OP-005,MAT-010,1842,1826,16,800,79.5,7.4
TRX-PRD-003700,2026-05-04,Shift B,MC-014,OP-052,MAT-013,553,534,19,800,-48.9,7.67
TRX-PRD-003701,2026-06-21,Shift A,MC-001,OP-019,MAT-006,1555,1529,26,1700,68.9,7.03
TRX-PRD-003702,2026-04-26,Shift B,MC-012,,MAT-007,2844,2157,687,1300,76.0,6.54
TRX-PRD-003703,2026-04-01,Shift B,MC-005,OP-016,MAT-009,1802,1267,535,1700,75.2,6.09
TRX-PRD-003704,2026-04-15,Shift A,MC-001,OP-048,MAT-011,2718,2646,72,1500,75.0,6.84
TRX-PRD-003705,2026-05-12,Shift B,MC-002,OP-011,MAT-004,1947,1517,430,1500,61.2,4.06
TRX-PRD-003706,2026-05-04,Shift A,MC-010,OP-006,MAT-006,2813,2767,46,1800,87.7,6.95
TRX-PRD-003707,2026-06-11,Shift A,MC-011,OP-012,MAT-009,2333,2296,37,1700,62.5,5.56
TRX-PRD-003708,2026-05-22,Shift A,MC-011,OP-014,MAT-009,2864,2834,30,1600,84.2,7.35
TRX-PRD-003709,2026-04-22,Shift C,MC-014,,MAT-010,2426,2402,24,1300,79.1,5.15
TRX-PRD-003710,2026-06-21,Shift C,MC-004,OP-004,MAT-004,2168,2097,71,1300,80.7,7.02
TRX-PRD-003711,2026-06-21,Shift A,MC-010,OP-055,MAT-013,2064,2015,49,1300,81.5,7.51
TRX-PRD-003712,2026-05-27,Shift A,MC-005,OP-007,MAT-002,1411,1386,25,1300,70.2,4.42
TRX-PRD-003713,2026-05-27,Shift B,MC-001,OP-039,MAT-007,2352,2251,101,1800,76.4,4.55
TRX-PRD-003714,2026-06-26,Shift C,MC-014,OP-047,MAT-013,636,625,11,1300,82.7,4.62
TRX-PRD-003715,2026-05-23,Shift A,MC-008,OP-003,MAT-010,1260,1250,10,1300,70.0,4.05
TRX-PRD-003716,2026-05-20,Shift A,MC-008,OP-044,MAT-010,1195,1181,14,1500,77.0,5.89
TRX-PRD-003717,2026-04-19,Shift B,MC-006,OP-055,MAT-007,1654,1425,229,1700,78.3,5.04
TRX-PRD-003718,2026-05-13,Shift A,MC-012,OP-029,MAT-006,1227,1206,21,1600,82.0,5.2
TRX-PRD-003719,2026-05-05,Shift C,MC-014,OP-057,MAT-014,1823,1760,63,1200,57.3,6.62
TRX-PRD-003720,2026-06-13,Shift B,MC-001,,MAT-002,921,759,162,1000,72.0,5.73
TRX-PRD-003721,2026-04-28,Shift C,MC-009,OP-006,MAT-007,1674,1643,31,1700,90.9,4.15
TRX-PRD-003722,2026-05-14,Shift A,MC-007,OP-001,MAT-009,1328,1302,26,1300,83.4,7.44
TRX-PRD-003723,2026-04-25,Shift A,MC-006,OP-015,MAT-006,2585,2536,49,1700,78.7,7.69
TRX-PRD-003724,2026-05-05,Shift C,MC-006,OP-017,MAT-014,1346,1328,18,1200,59.5,6.49
TRX-PRD-003725,2026-05-13,Shift A,MC-013,OP-046,MAT-002,1797,1721,76,1600,77.0,7.41
TRX-PRD-003726,2026-06-17,Shift A,MC-004,OP-058,MAT-011,1329,1290,39,1200,83.2,7.98
TRX-PRD-003727,2026-04-15,Shift B,MC-007,OP-044,MAT-007,1158,1110,48,1700,78.4,5.85
TRX-PRD-003728,2026-04-29,Shift B,MC-012,OP-022,MAT-001,1356,1186,170,1600,76.8,5.12
TRX-PRD-003729,2026-06-07,Shift C,MC-013,OP-036,MAT-010,1275,1254,21,1000,65.4,4.62
TRX-PRD-003730,2026-06-09,Shift C,MC-002,OP-022,MAT-013,503,479,24,1700,73.8,4.96
TRX-PRD-003731,2026-06-10,Shift A,MC-012,OP-043,MAT-006,2007,1968,39,1500,63.2,6.16
TRX-PRD-003732,2026-04-18,Shift A,MC-009,OP-007,MAT-001,709,699,10,1300,83.2,4.9
TRX-PRD-003733,2026-04-22,Shift C,MC-003,OP-013,MAT-004,1836,1803,33,1500,61.9,4.04
TRX-PRD-003734,2026-05-24,Shift B,MC-013,OP-058,MAT-002,2247,1648,599,1700,54.3,4.37
TRX-PRD-003735,2026-04-15,Shift C,MC-013,OP-005,MAT-003,2711,2688,23,1700,73.0,5.25
TRX-PRD-003736,2026-05-04,Shift C,MC-004,OP-039,MAT-011,2645,2594,51,1200,73.7,6.31
TRX-PRD-003737,2026-05-13,Shift B,MC-003,OP-052,MAT-011,1685,1637,48,1700,77.1,7.5
TRX-PRD-003738,2026-04-24,Shift B,MC-002,OP-050,MAT-014,2769,2129,640,1500,64.1,4.41
TRX-PRD-003739,2026-04-17,Shift C,MC-003,OP-001,MAT-004,2159,2114,45,1500,86.1,6.06
TRX-PRD-003740,2026-05-03,Shift C,MC-011,OP-025,MAT-011,869,863,6,1700,66.9,4.96
TRX-PRD-003741,2026-06-19,Shift C,MC-014,OP-020,MAT-001,901,892,9,1700,70.4,7.07
TRX-PRD-003742,2026-05-22,Shift A,MC-013,OP-044,MAT-014,1803,1780,23,1500,80.2,7.0
TRX-PRD-003743,2026-06-04,Shift B,MC-008,OP-050,MAT-010,1941,1356,585,1000,68.5,4.42
TRX-PRD-003744,2026-03-28,Shift B,MC-009,OP-053,MAT-012,2198,1859,339,800,70.4,7.16
TRX-PRD-003745,2026-04-20,Shift C,MC-001,OP-036,MAT-011,925,911,14,1800,71.5,6.64
TRX-PRD-003746,2026-04-22,Shift B,MC-011,OP-033,MAT-003,1779,1684,95,1500,65.0,4.1
TRX-PRD-003747,2026-05-16,Shift B,MC-009,OP-058,MAT-008,1404,1097,307,1200,62.8,5.72
TRX-PRD-003748,2026-04-04,Shift C,MC-011,OP-013,MAT-013,2649,2624,25,1300,70.7,6.97
TRX-PRD-003749,2026-03-29,Shift B,MC-013,OP-060,MAT-011,2400,2255,145,1200,72.6,5.5
TRX-PRD-003750,2026-04-18,Shift A,MC-011,OP-031,MAT-012,624,619,5,1700,66.7,4.38
TRX-PRD-003751,2026-06-05,Shift B,MC-004,OP-027,MAT-002,1543,1298,245,1800,81.9,5.27
TRX-PRD-003752,2026-04-29,Shift C,MC-002,OP-049,MAT-014,2762,2732,30,1200,69.3,7.03
TRX-PRD-003753,2026-04-19,Shift A,MC-014,OP-043,MAT-009,795,787,8,1600,80.9,4.72
TRX-PRD-003754,2026-06-01,Shift B,MC-011,OP-048,MAT-008,2107,1789,318,800,80.6,7.26
TRX-PRD-003755,2026-05-20,Shift B,MC-003,OP-003,MAT-013,733,691,42,1800,95.5,7.95
TRX-PRD-003756,2026-04-14,Shift A,MC-010,OP-020,MAT-005,1477,1453,24,800,80.3,7.86
